"filename","samplingrate","bit","duration","channels","index","fft_w","min_freq","max_freq","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time","site"
"20210517_111000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.70484144053009,"NA ","aru01",2021,5,17,11,10,0,"2021-05-17","11:10:00","2021-05-17 11:10:00","cbma"
"20210517_112000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.46166856418508,"NA ","aru01",2021,5,17,11,20,0,"2021-05-17","11:20:00","2021-05-17 11:20:00","cbma"
"20210517_113000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.56929298342009,"NA ","aru01",2021,5,17,11,30,0,"2021-05-17","11:30:00","2021-05-17 11:30:00","cbma"
"20210517_114000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.55960009816335,"NA ","aru01",2021,5,17,11,40,0,"2021-05-17","11:40:00","2021-05-17 11:40:00","cbma"
"20210517_115000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.53731865051251,"NA ","aru01",2021,5,17,11,50,0,"2021-05-17","11:50:00","2021-05-17 11:50:00","cbma"
"20210517_120000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.53464243032358,"NA ","aru01",2021,5,17,12,0,0,"2021-05-17","12:00:00","2021-05-17 12:00:00","cbma"
"20210517_121000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.46249576113285,"NA ","aru01",2021,5,17,12,10,0,"2021-05-17","12:10:00","2021-05-17 12:10:00","cbma"
"20210517_122000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.46075685559899,"NA ","aru01",2021,5,17,12,20,0,"2021-05-17","12:20:00","2021-05-17 12:20:00","cbma"
"20210517_123000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.56889919186829,"NA ","aru01",2021,5,17,12,30,0,"2021-05-17","12:30:00","2021-05-17 12:30:00","cbma"
"20210517_124000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.61898364006821,"NA ","aru01",2021,5,17,12,40,0,"2021-05-17","12:40:00","2021-05-17 12:40:00","cbma"
"20210517_125000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.58139654090329,"NA ","aru01",2021,5,17,12,50,0,"2021-05-17","12:50:00","2021-05-17 12:50:00","cbma"
"20210518_050000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.85547706147705,"NA ","aru01",2021,5,18,5,0,0,"2021-05-18","05:00:00","2021-05-18 05:00:00","cbma"
"20210518_051000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.36844833240652,"NA ","aru01",2021,5,18,5,10,0,"2021-05-18","05:10:00","2021-05-18 05:10:00","cbma"
"20210518_052000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.5156379067805,"NA ","aru01",2021,5,18,5,20,0,"2021-05-18","05:20:00","2021-05-18 05:20:00","cbma"
"20210518_053000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49911399418224,"NA ","aru01",2021,5,18,5,30,0,"2021-05-18","05:30:00","2021-05-18 05:30:00","cbma"
"20210518_054000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.39317370313549,"NA ","aru01",2021,5,18,5,40,0,"2021-05-18","05:40:00","2021-05-18 05:40:00","cbma"
"20210518_055000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.54664570640654,"NA ","aru01",2021,5,18,5,50,0,"2021-05-18","05:50:00","2021-05-18 05:50:00","cbma"
"20210518_060000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53971497384597,"NA ","aru01",2021,5,18,6,0,0,"2021-05-18","06:00:00","2021-05-18 06:00:00","cbma"
"20210518_061000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.52101949319255,"NA ","aru01",2021,5,18,6,10,0,"2021-05-18","06:10:00","2021-05-18 06:10:00","cbma"
"20210518_062000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.48150280590005,"NA ","aru01",2021,5,18,6,20,0,"2021-05-18","06:20:00","2021-05-18 06:20:00","cbma"
"20210518_063000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.46599836988167,"NA ","aru01",2021,5,18,6,30,0,"2021-05-18","06:30:00","2021-05-18 06:30:00","cbma"
"20210518_064000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53209628690745,"NA ","aru01",2021,5,18,6,40,0,"2021-05-18","06:40:00","2021-05-18 06:40:00","cbma"
"20210518_065000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.52445479907867,"NA ","aru01",2021,5,18,6,50,0,"2021-05-18","06:50:00","2021-05-18 06:50:00","cbma"
"20210518_070000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53226164115167,"NA ","aru01",2021,5,18,7,0,0,"2021-05-18","07:00:00","2021-05-18 07:00:00","cbma"
"20210518_071000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.41747033752737,"NA ","aru01",2021,5,18,7,10,0,"2021-05-18","07:10:00","2021-05-18 07:10:00","cbma"
"20210518_072000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.55640511863015,"NA ","aru01",2021,5,18,7,20,0,"2021-05-18","07:20:00","2021-05-18 07:20:00","cbma"
"20210518_073000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.51921855368796,"NA ","aru01",2021,5,18,7,30,0,"2021-05-18","07:30:00","2021-05-18 07:30:00","cbma"
"20210518_074000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53978758903808,"NA ","aru01",2021,5,18,7,40,0,"2021-05-18","07:40:00","2021-05-18 07:40:00","cbma"
"20210518_075000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49412259183213,"NA ","aru01",2021,5,18,7,50,0,"2021-05-18","07:50:00","2021-05-18 07:50:00","cbma"
"20210518_080000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53246560588641,"NA ","aru01",2021,5,18,8,0,0,"2021-05-18","08:00:00","2021-05-18 08:00:00","cbma"
"20210518_081000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49609588685992,"NA ","aru01",2021,5,18,8,10,0,"2021-05-18","08:10:00","2021-05-18 08:10:00","cbma"
"20210518_082000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.51439064866151,"NA ","aru01",2021,5,18,8,20,0,"2021-05-18","08:20:00","2021-05-18 08:20:00","cbma"
"20210518_083000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53273015395146,"NA ","aru01",2021,5,18,8,30,0,"2021-05-18","08:30:00","2021-05-18 08:30:00","cbma"
"20210518_084000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.55954094529355,"NA ","aru01",2021,5,18,8,40,0,"2021-05-18","08:40:00","2021-05-18 08:40:00","cbma"
"20210518_085000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.5529218303422,"NA ","aru01",2021,5,18,8,50,0,"2021-05-18","08:50:00","2021-05-18 08:50:00","cbma"
"20210518_090000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.57567375349696,"NA ","aru01",2021,5,18,9,0,0,"2021-05-18","09:00:00","2021-05-18 09:00:00","cbma"
"20210518_091000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.63594398587677,"NA ","aru01",2021,5,18,9,10,0,"2021-05-18","09:10:00","2021-05-18 09:10:00","cbma"
"20210518_092000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.59446203170062,"NA ","aru01",2021,5,18,9,20,0,"2021-05-18","09:20:00","2021-05-18 09:20:00","cbma"
"20210518_093000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53608903179195,"NA ","aru01",2021,5,18,9,30,0,"2021-05-18","09:30:00","2021-05-18 09:30:00","cbma"
"20210518_094000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.54618356642246,"NA ","aru01",2021,5,18,9,40,0,"2021-05-18","09:40:00","2021-05-18 09:40:00","cbma"
"20210518_095000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.55075809720917,"NA ","aru01",2021,5,18,9,50,0,"2021-05-18","09:50:00","2021-05-18 09:50:00","cbma"
"20210518_100000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49247112188067,"NA ","aru01",2021,5,18,10,0,0,"2021-05-18","10:00:00","2021-05-18 10:00:00","cbma"
"20210518_101000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.56660063238158,"NA ","aru01",2021,5,18,10,10,0,"2021-05-18","10:10:00","2021-05-18 10:10:00","cbma"
"20210518_102000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.63453400543162,"NA ","aru01",2021,5,18,10,20,0,"2021-05-18","10:20:00","2021-05-18 10:20:00","cbma"
"20210518_103000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.67586472222336,"NA ","aru01",2021,5,18,10,30,0,"2021-05-18","10:30:00","2021-05-18 10:30:00","cbma"
"20210518_104000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.63307128707121,"NA ","aru01",2021,5,18,10,40,0,"2021-05-18","10:40:00","2021-05-18 10:40:00","cbma"
"20210518_105000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.54231817617972,"NA ","aru01",2021,5,18,10,50,0,"2021-05-18","10:50:00","2021-05-18 10:50:00","cbma"
"20210518_110000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.57430076700735,"NA ","aru01",2021,5,18,11,0,0,"2021-05-18","11:00:00","2021-05-18 11:00:00","cbma"
"20210518_111000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.64791354055815,"NA ","aru01",2021,5,18,11,10,0,"2021-05-18","11:10:00","2021-05-18 11:10:00","cbma"
"20210518_112000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.55738564937087,"NA ","aru01",2021,5,18,11,20,0,"2021-05-18","11:20:00","2021-05-18 11:20:00","cbma"
